Age,Work Class,Education,Marital Status,Height (cm),Number of Siblings,Occupation,Relatioship,Race,Gender,Hours Per Week,Country,Income Per Annum
27, Federal-gov, Bachelors, Never-married,195,4, Exec-managerial, Not-in-family, White, Female,40, United-States,22622
23, Private, Bachelors, Never-married,193,4, Other-service, Own-child, Black, Female,30, United-States,46773
41, State-gov, HS-grad, Divorced,161,4, Exec-managerial, Unmarried, White, Female,45, United-States,41455
18, ?, 12th, Never-married,173,2, ?, Own-child, Black, Male,25, United-States,49603
40, Private, HS-grad, Married-civ-spouse,160,0, Craft-repair, Wife, White, Female,40, United-States,50288
55, Self-emp-not-inc, Bachelors, Married-civ-spouse,155,1, Exec-managerial, Husband, White, Male,40, United-States,75603
17, Private, 10th, Never-married,161,5, Other-service, Own-child, White, Female,12, United-States,22078
34, Self-emp-not-inc, Some-college, Never-married,168,5, Craft-repair, Not-in-family, White, Male,60, United-States,46262
24, Private, Bachelors, Never-married,181,1, Adm-clerical, Own-child, White, Female,40, United-States,41831
30, Private, Prof-school, Married-civ-spouse,198,4, Prof-specialty, Wife, White, Female,45, United-States,178047
29, Private, Masters, Never-married,178,5, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,60, United-States,42520
52, Private, Bachelors, Married-civ-spouse,154,4, Exec-managerial, Husband, White, Male,40, United-States,155409
57, Federal-gov, Some-college, Married-civ-spouse,145,1, Exec-managerial, Husband, White, Male,40, United-States,91702
38, Private, Bachelors, Never-married,194,5, Tech-support, Not-in-family, White, Female,45, United-States,41360
43, Private, Masters, Divorced,150,6, Exec-managerial, Not-in-family, White, Female,50, United-States,105379
61, Private, Some-college, Widowed,198,0, Adm-clerical, Other-relative, White, Female,40, United-States,37577
38, Private, Bachelors, Married-civ-spouse,149,6, Exec-managerial, Husband, White, Male,65, United-States,62131
51, Private, HS-grad, Married-civ-spouse,153,5, Machine-op-inspct, Husband, Black, Male,40, United-States,142683
40, Private, Bachelors, Married-civ-spouse,185,3, Adm-clerical, Husband, White, Male,40, Mexico,44726
41, Local-gov, Some-college, Married-civ-spouse,180,0, Adm-clerical, Husband, White, Male,40, United-States,138975
19, Private, Some-college, Never-married,171,4, Other-service, Own-child, White, Female,20, United-States,30919
28, Private, 7th-8th, Married-civ-spouse,200,1, Farming-fishing, Husband, White, Male,40, Mexico,34550
59, Private, Some-college, Married-civ-spouse,197,6, Sales, Husband, White, Male,40, United-States,27928
32, State-gov, Bachelors, Never-married,188,4, Prof-specialty, Own-child, White, Female,40, United-States,45428
31, Private, HS-grad, Married-civ-spouse,192,6, Exec-managerial, Husband, White, Male,40, United-States,147337
30, Private, Assoc-acdm, Never-married,152,6, Machine-op-inspct, Not-in-family, White, Male,48, United-States,21149
54, Self-emp-not-inc, Some-college, Married-civ-spouse,199,2, Sales, Husband, White, Male,40, United-States,47922
33, Private, Assoc-voc, Separated,167,1, Craft-repair, Not-in-family, White, Male,42, United-States,187643
20, Private, Some-college, Never-married,192,0, Adm-clerical, Own-child, White, Female,10, United-States,41357
27, ?, Some-college, Divorced,167,3, ?, Not-in-family, White, Female,40, United-States,39071
32, Self-emp-not-inc, HS-grad, Married-civ-spouse,180,4, Transport-moving, Husband, White, Male,48, United-States,22190
35, Private, HS-grad, Married-civ-spouse,167,0, Transport-moving, Wife, Black, Female,40, United-States,40428
27, Private, 11th, Never-married,179,4, Craft-repair, Not-in-family, White, Male,45, United-States,31450
40, Private, Bachelors, Married-civ-spouse,145,5, Prof-specialty, Husband, White, Male,46, United-States,52481
34, Private, Assoc-voc, Married-civ-spouse,156,4, Sales, Husband, White, Male,40, United-States,39274
34, Local-gov, Assoc-acdm, Married-civ-spouse,170,6, Prof-specialty, Husband, White, Male,40, United-States,61586
38, Private, Some-college, Never-married,189,2, Craft-repair, Own-child, White, Female,25, United-States,48818
28, Private, HS-grad, Married-civ-spouse,197,4, Other-service, Husband, Other, Male,40, United-States,36895
65, Private, Some-college, Married-civ-spouse,178,3, Handlers-cleaners, Husband, White, Male,27, United-States,37312
61, Private, Some-college, Never-married,198,0, Tech-support, Own-child, White, Male,16, United-States,46088
18, Private, 11th, Never-married,187,0, Sales, Own-child, White, Female,25, United-States,23714
35, Self-emp-inc, Bachelors, Married-civ-spouse,198,3, Sales, Own-child, White, Male,50, United-States,197546
45, Private, Bachelors, Divorced,184,4, Exec-managerial, Unmarried, White, Female,40, United-States,34108
68, ?, HS-grad, Widowed,156,4, ?, Not-in-family, White, Female,20, United-States,44345
25, Private, Some-college, Married-civ-spouse,171,0, Exec-managerial, Husband, White, Male,50, United-States,47216
48, Private, Prof-school, Divorced,193,0, Sales, Not-in-family, White, Male,13, United-States,47501
19, Private, Some-college, Never-married,151,5, Adm-clerical, Not-in-family, White, Female,40, United-States,36624
43, Private, Bachelors, Never-married,161,1, Exec-managerial, Not-in-family, Black, Female,50, United-States,115269
54, Private, Bachelors, Married-civ-spouse,161,4, Craft-repair, Husband, White, Male,45, United-States,175507
47, Self-emp-not-inc, Bachelors, Divorced,152,2, Sales, Not-in-family, White, Male,50, United-States,29520
25, Private, Assoc-voc, Never-married,160,0, Adm-clerical, Not-in-family, White, Female,40, United-States,38482
30, Private, Assoc-acdm, Married-civ-spouse,147,5, Craft-repair, Husband, White, Male,40, United-States,20356
67, ?, Some-college, Married-civ-spouse,188,2, ?, Husband, White, Male,8, United-States,46010
35, Private, HS-grad, Divorced,199,1, Handlers-cleaners, Unmarried, White, Female,40, United-States,49386
26, Private, Some-college, Married-civ-spouse,168,5, Sales, Husband, White, Male,18, United-States,44303
61, Private, HS-grad, Married-civ-spouse,200,3, Sales, Husband, White, Male,40, United-States,40114
54, Private, HS-grad, Divorced,152,1, Other-service, Unmarried, White, Male,32, United-States,36735
50, Private, 12th, Married-civ-spouse,152,3, Sales, Husband, Asian-Pac-Islander, Male,40, Cambodia,157215
32, Private, 9th, Separated,177,0, Machine-op-inspct, Unmarried, White, Female,40, Columbia,42804
34, Private, HS-grad, Divorced,155,4, Machine-op-inspct, Not-in-family, White, Female,25, United-States,38290
36, Private, HS-grad, Never-married,168,4, Other-service, Not-in-family, White, Male,40, United-States,46650
50, Private, Some-college, Married-civ-spouse,162,1, Craft-repair, Husband, White, Male,40, United-States,150659
28, Private, 11th, Married-civ-spouse,171,5, Farming-fishing, Husband, White, Male,40, United-States,27991
22, Private, HS-grad, Never-married,172,0, Other-service, Own-child, White, Female,19, United-States,45886
58, Private, 11th, Married-civ-spouse,174,5, Other-service, Husband, White, Male,20, United-States,48470
27, Private, 5th-6th, Never-married,166,0, Other-service, Not-in-family, White, Male,75, Mexico,26512
62, Private, Bachelors, Married-civ-spouse,168,6, Tech-support, Husband, White, Male,38, United-States,28599
36, Self-emp-inc, Bachelors, Never-married,153,1, Tech-support, Not-in-family, White, Male,55, United-States,107220
21, Local-gov, Some-college, Never-married,185,3, Adm-clerical, Not-in-family, White, Female,4, United-States,49139
41, Private, Masters, Married-civ-spouse,149,3, Prof-specialty, Wife, White, Female,45, England,28446
28, Private, Some-college, Married-civ-spouse,199,5, Machine-op-inspct, Husband, White, Male,45, United-States,47942
33, Private, Bachelors, Married-civ-spouse,180,3, Handlers-cleaners, Husband, White, Male,40, United-States,20802
54, Private, Bachelors, Married-civ-spouse,198,3, Exec-managerial, Husband, White, Male,45, United-States,161800
19, Private, Some-college, Never-married,182,1, Sales, Own-child, Amer-Indian-Eskimo, Female,25, United-States,48076
76, Self-emp-not-inc, 7th-8th, Never-married,162,4, Farming-fishing, Not-in-family, White, Male,30, United-States,41189
25, ?, Bachelors, Married-civ-spouse,187,5, ?, Wife, White, Female,25, United-States,45639
34, Private, Bachelors, Married-civ-spouse,174,1, Exec-managerial, Husband, White, Male,50, United-States,151987
40, Private, Bachelors, Never-married,153,0, Adm-clerical, Not-in-family, White, Female,40, United-States,41225
22, Private, 11th, Never-married,151,6, Sales, Unmarried, White, Female,30, United-States,42277
17, Private, 11th, Never-married,188,3, Handlers-cleaners, Own-child, White, Male,15, United-States,36179
55, Private, Some-college, Divorced,172,0, Other-service, Not-in-family, White, Female,20, United-States,21076
51, Local-gov, Some-college, Married-civ-spouse,149,3, Adm-clerical, Wife, White, Female,40, United-States,38547
26, Private, 5th-6th, Married-civ-spouse,157,3, Handlers-cleaners, Husband, Other, Male,40, Mexico,49062
44, Private, Bachelors, Never-married,160,2, Other-service, Not-in-family, White, Male,48, United-States,27186
65, ?, 10th, Married-civ-spouse,156,0, ?, Husband, White, Male,70, United-States,28796
54, Private, HS-grad, Married-civ-spouse,194,0, Exec-managerial, Husband, White, Male,40, United-States,62719
34, Self-emp-not-inc, Assoc-acdm, Never-married,179,3, Craft-repair, Not-in-family, White, Male,40, United-States,27025
42, Private, HS-grad, Divorced,187,2, Adm-clerical, Unmarried, White, Male,40, United-States,22039
26, Private, HS-grad, Never-married,184,2, Craft-repair, Not-in-family, White, Male,70, United-States,40649
39, Private, 5th-6th, Married-civ-spouse,185,5, Other-service, Husband, Asian-Pac-Islander, Male,40, Philippines,31009
46, ?, 11th, Widowed,165,6, ?, Unmarried, Black, Female,40, United-States,23068
34, Private, Bachelors, Never-married,194,1, Other-service, Not-in-family, White, Male,40, El-Salvador,38750
59, Private, HS-grad, Divorced,195,0, Craft-repair, Not-in-family, White, Male,40, United-States,20786
20, Private, HS-grad, Never-married,156,5, Other-service, Own-child, White, Male,50, United-States,28529
34, Private, Some-college, Married-civ-spouse,163,1, Machine-op-inspct, Husband, White, Male,45, United-States,145227
62, ?, HS-grad, Married-civ-spouse,162,5, ?, Wife, White, Female,40, Scotland,122798
51, Private, HS-grad, Married-civ-spouse,194,1, Craft-repair, Husband, White, Male,20, United-States,30107
34, Private, Some-college, Married-civ-spouse,196,4, Handlers-cleaners, Husband, White, Male,40, United-States,99485
47, Private, Bachelors, Separated,169,1, Prof-specialty, Unmarried, White, Female,50, United-States,45455
21, ?, Some-college, Never-married,159,0, ?, Own-child, White, Male,20, United-States,39384
30, Self-emp-not-inc, Assoc-voc, Divorced,182,5, Craft-repair, Not-in-family, White, Male,49, United-States,20353
38, Private, HS-grad, Separated,155,5, Sales, Not-in-family, White, Male,60, United-States,20640
45, Private, Bachelors, Married-civ-spouse,197,1, Prof-specialty, Wife, Asian-Pac-Islander, Female,40, Philippines,175653
23, Private, Some-college, Never-married,157,3, Exec-managerial, Not-in-family, White, Female,35, United-States,41245
34, Private, Some-college, Married-civ-spouse,197,5, Craft-repair, Husband, White, Male,48, United-States,139884
22, Private, 12th, Never-married,153,2, Handlers-cleaners, Not-in-family, White, Male,40, United-States,30338
31, Private, HS-grad, Never-married,163,6, Craft-repair, Other-relative, White, Male,40, United-States,27020
50, Private, HS-grad, Married-civ-spouse,176,1, Craft-repair, Husband, White, Male,40, United-States,46120
19, Private, 1st-4th, Never-married,149,4, Handlers-cleaners, Other-relative, White, Male,52, Mexico,44791
28, Private, Bachelors, Married-civ-spouse,180,2, Sales, Wife, Black, Female,45, United-States,57363
23, Private, HS-grad, Never-married,181,1, Adm-clerical, Not-in-family, White, Female,50, United-States,43176
35, Private, HS-grad, Married-civ-spouse,156,6, Handlers-cleaners, Husband, White, Male,40, United-States,42992
28, Private, HS-grad, Married-civ-spouse,172,1, Machine-op-inspct, Husband, Black, Male,40, United-States,25393
27, Private, Some-college, Never-married,159,4, Adm-clerical, Own-child, White, Male,30, United-States,25958
46, Self-emp-inc, Bachelors, Married-civ-spouse,155,1, Sales, Husband, White, Male,55, United-States,43763
27, Private, HS-grad, Divorced,163,2, Handlers-cleaners, Not-in-family, White, Male,40, United-States,33055
25, Private, 10th, Married-civ-spouse,182,1, Other-service, Wife, White, Female,40, United-States,45276
34, Self-emp-inc, Some-college, Married-civ-spouse,154,6, Craft-repair, Husband, White, Male,70, United-States,33318
33, Private, HS-grad, Never-married,168,4, Machine-op-inspct, Unmarried, White, Male,40, United-States,49169
36, Private, Some-college, Never-married,200,1, Craft-repair, Not-in-family, White, Female,40, United-States,49050
30, Private, 7th-8th, Married-civ-spouse,189,2, Craft-repair, Husband, White, Male,48, United-States,48997
23, Private, Some-college, Married-civ-spouse,163,3, Sales, Wife, White, Female,47, United-States,25181
36, Private, 5th-6th, Married-spouse-absent,152,4, Craft-repair, Other-relative, White, Male,32, Mexico,44351
29, Private, Bachelors, Never-married,175,0, Prof-specialty, Not-in-family, White, Female,45, United-States,23527
50, Self-emp-not-inc, Some-college, Married-civ-spouse,176,0, Farming-fishing, Husband, White, Male,40, United-States,120299
19, Private, 12th, Never-married,146,3, Handlers-cleaners, Not-in-family, White, Male,40, United-States,47115
20, ?, Some-college, Never-married,194,3, ?, Own-child, White, Female,40, United-States,25325
52, Federal-gov, HS-grad, Married-civ-spouse,199,4, Machine-op-inspct, Husband, White, Male,40, United-States,179877
20, Private, HS-grad, Married-civ-spouse,197,6, Craft-repair, Husband, White, Male,40, United-States,25360
22, Private, Assoc-voc, Never-married,149,3, Adm-clerical, Not-in-family, White, Female,40, United-States,35368
34, Private, Some-college, Married-civ-spouse,191,4, Sales, Husband, White, Male,55, United-States,127351
60, Private, Some-college, Married-civ-spouse,176,1, Craft-repair, Husband, White, Male,40, United-States,47159
19, Private, 11th, Never-married,196,0, Other-service, Not-in-family, Black, Male,40, United-States,31593
